,0
0,0
1,1
2,0
3,0
4,0
5,1
6,1
7,0
8,1
9,1
10,0
11,0
12,0
13,1
14,0
15,1
16,1
17,0
18,1
19,0
20,1
21,0
22,1
23,0
24,1
25,1
26,1
27,0
28,1
29,0
30,0
31,1
32,0
33,0
34,1
35,0
36,1
37,1
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,1
46,0
47,0
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,1
57,0
58,1
59,1
60,1
61,1
62,1
63,0
64,0
65,1
66,1
67,1
68,0
69,1
70,0
71,0
72,0
73,1
74,1
75,0
76,0
77,0
78,0
79,1
80,0
81,0
82,1
83,0
84,0
85,1
86,1
87,0
88,0
89,0
90,1
91,0
92,1
93,0
94,1
95,1
96,1
97,0
98,0
99,1
100,1
101,1
102,0
103,1
104,1
105,1
106,1
107,1
108,0
109,1
110,0
111,1
112,0
113,0
114,1
115,0
116,1
117,1
118,1
119,0
120,0
121,1
122,0
123,0
124,1
125,1
126,1
127,0
128,1
129,1
130,1
131,1
132,1
133,0
134,0
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,0
143,0
144,0
145,0
146,1
147,1
148,0
149,1
150,1
151,0
152,1
153,0
154,1
155,0
156,0
157,1
158,0
159,0
160,1
161,1
162,0
163,1
164,0
165,0
166,0
167,1
168,0
169,0
170,1
171,1
172,1
173,0
174,1
175,0
176,0
177,0
178,1
179,1
180,1
181,1
182,1
183,0
184,0
185,0
186,0
187,1
188,1
189,1
190,1
191,1
192,1
193,0
194,0
195,1
196,0
197,1
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,1
212,0
213,0
214,1
215,1
216,1
217,1
218,0
219,1
220,1
221,0
222,0
223,0
224,1
225,1
226,1
227,0
228,0
229,1
230,0
231,0
232,1
233,0
234,1
235,1
236,1
237,1
238,0
239,0
240,1
241,0
242,0
243,1
244,1
245,0
246,0
247,0
248,1
249,0
250,1
251,0
252,0
253,0
254,0
255,1
256,0
257,1
258,1
259,1
260,1
261,0
262,0
263,1
264,1
265,0
266,0
267,0
268,1
269,1
270,0
271,1
272,1
273,1
274,1
275,1
276,1
277,0
278,0
279,1
280,0
281,1
282,0
283,0
284,0
285,0
286,0
287,0
288,1
289,0
290,0
291,0
292,0
293,1
294,1
295,1
296,1
297,0
298,0
299,1
300,1
301,1
302,1
303,0
304,1
305,1
306,1
307,1
308,0
309,0
310,0
311,0
312,0
313,1
314,0
315,0
316,1
317,1
318,1
319,0
320,1
321,1
322,1
323,1
324,1
325,0
326,1
327,1
328,1
329,1
330,0
331,0
332,1
333,1
334,0
335,1
336,0
337,1
338,1
339,1
340,0
341,1
342,1
343,1
344,1
345,0
346,0
347,1
348,0
349,1
350,0
351,0
352,1
353,0
354,1
355,1
356,0
357,0
358,0
359,0
360,0
361,0
362,1
363,0
364,0
365,1
366,0
367,1
368,0
369,0
370,0
371,1
372,0
373,1
374,0
375,0
376,0
377,1
378,0
379,0
380,1
381,1
382,0
383,0
384,0
385,0
386,1
387,0
388,0
389,0
390,1
391,0
392,1
393,0
394,1
395,1
396,1
397,0
398,0
399,1
400,1
401,0
402,1
403,0
404,1
405,1
406,1
407,0
408,1
409,1
410,1
411,1
412,1
413,1
414,0
415,1
416,1
417,0
418,0
419,1
420,1
421,1
422,0
423,0
424,0
425,0
426,1
427,1
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,1
436,0
437,0
438,1
439,0
440,1
441,1
442,0
443,0
444,1
445,0
446,0
447,1
448,1
449,1
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,1
458,1
459,1
460,0
461,1
462,1
463,1
464,1
465,0
466,0
467,1
468,0
469,1
470,1
471,0
472,0
473,1
474,1
475,0
476,0
477,1
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,0
486,1
487,0
488,1
489,1
490,0
491,0
492,1
493,1
494,0
495,1
496,1
497,0
498,1
499,0
500,1
501,1
502,0
503,0
504,0
505,0
506,1
507,0
508,0
509,1
510,0
511,0
512,0
513,1
514,0
515,0
516,0
517,0
518,0
519,1
520,1
521,0
522,0
523,0
524,1
525,1
526,1
527,0
528,0
529,0
530,0
531,0
532,1
533,0
534,0
535,0
536,0
537,0
538,0
539,1
540,1
541,1
542,1
543,0
544,0
545,0
546,0
547,0
548,1
549,0
550,0
551,1
552,0
553,1
554,0
555,1
556,0
557,0
558,0
559,1
560,0
561,0
562,1
563,0
564,0
565,1
566,1
567,0
568,0
569,0
570,1
571,1
572,1
573,0
574,1
575,1
576,1
577,1
578,1
579,0
580,1
581,0
582,1
583,0
584,0
585,0
586,1
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,0
596,1
597,0
598,1
599,1
600,1
601,1
602,0
603,0
604,1
605,1
606,0
607,0
608,1
609,0
610,1
611,1
612,0
613,1
614,1
615,1
616,1
617,1
618,1
619,0
620,1
621,0
622,0
623,0
624,0
625,1
626,0
627,1
628,0
629,1
630,1
631,0
632,1
633,1
634,0
635,1
636,0
637,0
638,1
639,1
640,1
641,0
642,0
643,1
644,1
645,1
646,0
647,0
648,1
649,1
650,1
651,0
652,0
653,1
654,0
655,1
656,0
657,0
658,0
659,0
660,1
661,0
662,1
663,1
664,1
665,0
666,1
667,0
668,0
669,0
670,1
671,1
672,0
673,0
674,0
675,0
676,0
677,0
678,1
679,0
680,0
681,1
682,0
683,0
684,0
685,1
686,0
687,1
688,0
689,1
690,0
691,1
692,0
693,0
694,1
695,1
696,1
697,1
698,1
699,1
700,0
701,1
702,0
703,1
704,1
705,1
706,0
707,0
708,1
709,1
710,1
711,1
712,0
713,0
714,1
715,1
716,0
717,1
718,1
719,0
720,1
721,1
722,1
723,0
724,0
725,1
726,0
727,0
728,0
729,0
730,0
731,1
732,1
733,0
734,1
735,1
736,1
737,1
738,1
739,1
740,0
741,0
742,0
743,1
744,1
745,1
746,1
747,1
748,0
749,0
750,1
751,1
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,0
761,1
762,0
763,0
764,0
765,1
766,1
767,0
768,1
769,1
770,1
771,1
772,1
773,0
774,0
775,1
776,0
777,0
778,1
779,1
780,1
781,0
782,0
783,0
784,0
785,0
786,0
787,1
788,0
789,0
790,1
791,0
792,1
793,1
794,1
795,0
796,1
797,0
798,1
799,1
800,1
801,1
802,0
803,0
804,0
805,0
806,1
807,1
808,0
809,0
810,1
811,1
812,1
813,1
814,0
815,0
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,0
825,0
826,0
827,0
828,0
829,0
830,1
831,0
832,1
833,1
834,0
835,1
836,1
837,1
838,0
839,1
840,0
841,0
842,1
843,1
844,1
845,1
846,1
847,0
848,0
849,1
850,0
851,0
852,0
853,0
854,0
855,1
856,0
857,1
858,1
859,0
860,1
861,0
862,1
863,1
864,0
865,0
866,1
867,0
868,0
869,0
870,0
871,1
872,0
873,0
874,0
875,1
876,0
877,1
878,0
879,1
880,0
881,0
882,1
883,1
884,0
885,0
886,1
887,0
888,0
889,0
890,0
891,0
892,1
893,1
894,0
895,1
896,1
897,0
898,0
899,1
900,0
901,1
902,1
903,1
904,1
905,1
906,0
907,0
908,1
909,0
910,0
911,0
912,1
913,1
914,1
915,0
916,0
917,1
918,0
919,1
920,0
921,1
922,1
923,0
924,1
925,1
926,0
927,0
928,0
929,1
930,0
931,1
932,0
933,1
934,0
935,0
936,0
937,1
938,0
939,1
940,0
941,1
942,0
943,0
944,0
945,1
946,1
947,1
948,0
949,0
950,1
951,0
952,1
953,0
954,1
955,0
956,1
957,0
958,1
959,1
960,0
961,1
962,0
963,1
964,1
965,1
966,1
967,0
968,1
969,1
970,0
971,0
972,1
973,0
974,0
975,0
976,0
977,1
978,1
979,0
980,0
981,0
982,1
983,1
984,0
985,1
986,1
987,1
988,0
989,1
990,1
991,0
992,1
993,1
994,0
995,0
996,0
997,0
998,0
999,0
1000,1
1001,0
1002,0
1003,0
1004,1
1005,1
1006,0
1007,0
1008,1
1009,1
1010,1
1011,0
1012,1
1013,1
1014,1
1015,0
1016,1
1017,0
1018,1
1019,0
1020,1
1021,0
1022,0
1023,1
1024,0
1025,0
1026,0
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,1
1035,0
1036,0
1037,1
1038,1
1039,1
1040,1
1041,1
1042,0
1043,0
1044,1
1045,1
1046,1
1047,0
1048,0
1049,1
1050,1
1051,1
1052,0
1053,0
1054,1
1055,0
1056,1
1057,1
1058,0
1059,1
1060,0
