,0
0,1
1,1
2,0
3,1
4,1
5,1
6,0
7,1
8,0
9,0
10,1
11,0
12,1
13,0
14,1
15,0
16,0
17,0
18,0
19,1
20,0
21,0
22,0
23,0
24,1
25,0
26,0
27,1
28,1
29,1
30,1
31,0
32,0
33,1
34,1
35,0
36,1
37,1
38,0
39,1
40,1
41,0
42,1
43,0
44,1
45,0
46,1
47,0
48,0
49,1
50,0
51,1
52,0
53,1
54,1
55,0
56,1
57,0
58,1
59,1
60,0
61,0
62,0
63,1
64,0
65,0
66,0
67,0
68,0
69,1
70,1
71,1
72,0
73,1
74,1
75,0
76,0
77,0
78,1
79,0
80,0
81,1
82,1
83,1
84,0
85,1
86,1
87,0
88,1
89,1
90,1
91,0
92,1
93,0
94,1
95,1
96,1
97,1
98,0
99,0
100,1
101,1
102,0
103,1
104,1
105,1
106,0
107,0
108,1
109,0
110,1
111,1
112,0
113,1
114,1
115,0
116,1
117,1
118,0
119,1
120,1
121,1
122,0
123,1
124,0
125,1
126,1
127,0
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,0
137,1
138,0
139,0
140,1
141,0
142,0
143,0
144,1
145,0
146,1
147,0
148,0
149,1
150,1
151,1
152,0
153,1
154,0
155,1
156,0
157,1
158,1
159,0
160,1
161,1
162,1
163,1
164,0
165,1
166,1
167,1
168,0
169,0
170,0
171,0
172,0
173,0
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,1
182,1
183,1
184,1
185,0
186,1
187,0
188,0
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,0
197,1
198,1
199,0
200,0
201,1
202,1
203,1
204,0
205,1
206,0
207,1
208,1
209,1
210,1
211,1
212,1
213,0
214,0
215,0
216,1
217,0
218,1
219,1
220,1
221,1
222,1
223,0
224,1
225,0
226,1
227,1
228,1
229,1
230,0
231,1
232,1
233,1
234,0
235,0
236,1
237,0
238,1
239,1
240,0
241,0
242,0
243,1
244,0
245,0
246,1
247,1
248,0
249,1
250,1
251,0
252,0
253,0
254,0
255,1
256,1
257,0
258,1
259,0
260,1
261,1
262,1
263,0
264,1
265,0
266,1
267,1
268,0
269,1
270,1
271,1
272,0
273,0
274,1
275,1
276,1
277,0
278,1
279,1
280,0
281,1
282,1
283,1
284,1
285,1
286,0
287,0
288,0
289,0
290,1
291,1
292,1
293,1
294,1
295,0
296,0
297,1
298,1
299,0
300,0
301,0
302,1
303,1
304,1
305,0
306,0
307,0
308,0
309,0
310,0
311,0
312,0
313,1
314,1
315,0
316,0
317,0
318,0
319,0
320,0
321,1
322,1
323,0
324,0
325,0
326,0
327,0
328,0
329,1
330,1
331,0
332,0
333,1
334,1
335,1
336,1
337,1
338,0
339,0
340,1
341,0
342,1
343,1
344,1
345,0
346,0
347,0
348,1
349,0
350,0
351,0
352,0
353,1
354,1
355,0
356,0
357,1
358,1
359,1
360,1
361,0
362,0
363,0
364,1
365,0
366,1
367,1
368,0
369,0
370,0
371,0
372,0
373,1
374,0
375,0
376,1
377,1
378,1
379,1
380,0
381,0
382,1
383,1
384,0
385,1
386,0
387,1
388,0
389,1
390,1
391,0
392,1
393,1
394,0
395,1
396,0
397,0
398,1
399,1
400,1
401,1
402,0
403,1
404,1
405,0
406,1
407,1
408,0
409,0
410,1
411,1
412,1
413,1
414,0
415,1
416,1
417,1
418,1
419,0
420,1
421,0
422,0
423,1
424,1
425,0
426,0
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,1
435,0
436,1
437,0
438,1
439,1
440,0
441,1
442,1
443,1
444,0
445,0
446,0
447,0
448,1
449,0
450,1
451,1
452,1
453,0
454,1
455,0
456,1
457,1
458,1
459,0
460,1
461,0
462,1
463,1
464,0
465,0
466,0
467,0
468,1
469,0
470,1
471,1
472,0
473,1
474,0
475,0
476,1
477,0
478,0
479,0
480,1
481,0
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,0
490,1
491,0
492,1
493,0
494,0
495,0
496,0
497,1
498,0
499,1
500,1
501,0
502,1
503,1
504,1
505,0
506,1
507,0
508,0
509,1
510,0
511,1
512,1
513,0
514,0
515,1
516,1
517,1
518,0
519,1
520,0
521,1
522,1
523,0
524,1
525,0
526,1
527,1
528,1
529,0
530,0
531,1
532,0
533,1
534,1
535,1
536,0
537,0
538,1
539,0
540,1
541,0
542,1
543,0
544,1
545,0
546,1
547,0
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,0
556,0
557,1
558,0
559,1
560,0
561,0
562,0
563,0
564,0
565,0
566,1
567,1
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,1
576,0
577,0
578,0
579,0
580,0
581,0
582,1
583,1
584,0
585,1
586,1
587,1
588,1
589,1
590,0
591,0
592,1
593,0
594,0
595,1
596,0
597,0
598,0
599,0
600,0
601,1
602,0
603,0
604,1
605,0
606,0
607,0
608,1
609,1
610,1
611,1
612,1
613,0
614,1
615,1
616,1
617,0
618,1
619,0
620,1
621,1
622,1
623,0
624,0
625,1
626,1
627,1
628,0
629,0
630,1
631,1
632,0
633,1
634,0
635,1
636,1
637,0
638,0
639,1
640,1
641,1
642,1
643,1
644,0
645,1
646,1
647,0
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,0
656,0
657,1
658,0
659,1
660,1
661,0
662,1
663,1
664,0
665,1
666,0
667,0
668,1
669,0
670,0
671,0
672,0
673,0
674,0
675,0
676,1
677,1
678,0
679,1
680,0
681,1
682,1
683,0
684,0
685,0
686,1
687,0
688,1
689,1
690,0
691,0
692,1
693,1
694,0
695,1
696,1
697,1
698,0
699,1
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,0
708,0
709,1
710,1
711,0
712,1
713,1
714,1
715,0
716,1
717,1
718,0
719,1
720,0
721,0
722,1
723,0
724,0
725,0
726,1
727,0
728,1
729,1
730,1
731,0
732,0
733,0
734,1
735,0
736,1
737,0
738,1
739,0
740,0
741,1
742,0
743,1
744,1
745,1
746,0
747,1
748,0
749,0
750,1
751,0
752,1
753,1
754,0
755,0
756,0
757,0
758,0
759,1
760,1
761,1
762,1
763,0
764,0
765,0
766,1
767,1
768,0
769,1
770,0
771,1
772,1
773,0
774,0
775,1
776,1
777,0
778,1
779,1
780,0
781,0
782,1
783,0
784,1
785,1
786,0
787,1
788,1
789,0
790,1
791,1
792,1
793,0
794,1
795,0
796,1
797,1
798,1
799,1
800,1
801,0
802,0
803,1
804,0
805,1
806,0
807,1
808,1
809,1
810,1
811,0
812,0
