,0
0,0
1,0
2,0
3,1
4,0
5,0
6,1
7,1
8,0
9,1
10,0
11,1
12,0
13,0
14,1
15,1
16,0
17,0
18,1
19,1
20,1
21,0
22,0
23,0
24,1
25,1
26,1
27,1
28,1
29,1
30,1
31,1
32,1
33,0
34,1
35,0
36,0
37,1
38,0
39,0
40,1
41,0
42,1
43,0
44,1
45,0
46,1
47,0
48,0
49,0
50,0
51,1
52,1
53,0
54,0
55,0
56,1
57,1
58,1
59,0
60,1
61,0
62,1
63,0
64,0
65,0
66,1
67,1
68,0
69,1
70,1
71,0
72,0
73,1
74,1
75,0
76,1
77,0
78,1
79,1
80,1
81,1
82,1
83,0
84,1
85,1
86,0
87,1
88,0
89,0
90,0
91,0
92,1
93,1
94,1
95,1
96,1
97,1
98,0
99,0
100,0
101,0
102,1
103,0
104,0
105,1
106,1
107,0
108,0
109,1
110,1
111,1
112,0
113,0
114,1
115,0
116,1
117,0
118,1
119,0
120,0
121,0
122,1
123,0
124,0
125,1
126,0
127,0
128,0
129,1
130,1
131,0
132,1
133,1
134,0
135,1
136,1
137,1
138,0
139,0
140,0
141,0
142,0
143,1
144,1
145,1
146,0
147,0
148,0
149,1
150,1
151,1
152,0
153,0
154,1
155,0
156,0
157,0
158,0
159,1
160,0
161,0
162,0
163,0
164,1
165,0
166,1
167,0
168,1
169,1
170,0
171,0
172,0
173,0
174,0
175,0
176,1
177,1
178,1
179,1
180,1
181,0
182,1
183,0
184,1
185,0
186,0
187,1
188,1
189,1
190,0
191,1
192,0
193,0
194,1
195,1
196,0
197,1
198,0
199,0
200,0
201,0
202,1
203,0
204,1
205,0
206,1
207,0
208,0
209,0
210,1
211,0
212,0
213,1
214,0
215,0
216,0
217,1
218,0
219,0
220,1
221,1
222,1
223,0
224,1
225,1
226,1
227,1
228,0
229,0
230,0
231,0
232,1
233,0
234,1
235,1
236,1
237,1
238,0
239,0
240,0
241,1
242,0
243,1
244,1
245,0
246,0
247,1
248,1
249,0
250,1
251,1
252,1
253,0
254,0
255,1
256,0
257,1
258,0
259,1
260,1
261,0
262,0
263,0
264,0
265,1
266,1
267,1
268,0
269,1
270,1
271,0
272,1
273,1
274,1
275,1
276,1
277,0
278,1
279,1
280,1
281,1
282,0
283,1
284,0
285,1
286,0
287,0
288,0
289,1
290,1
291,0
292,0
293,1
294,0
295,1
296,1
297,1
298,0
299,0
300,1
301,0
302,0
303,0
304,1
305,0
306,0
307,1
308,0
309,0
310,1
311,1
312,0
313,1
314,1
315,0
316,1
317,1
318,0
319,1
320,1
321,0
322,0
323,1
324,1
325,1
326,0
327,0
328,1
329,1
330,1
331,1
332,0
333,0
334,1
335,0
336,1
337,0
338,1
339,1
340,0
341,0
342,0
343,1
344,1
345,1
346,0
347,0
348,1
349,1
350,0
351,1
352,1
353,1
354,0
355,0
356,0
357,1
358,0
359,1
360,1
361,0
362,1
363,0
364,0
365,1
366,1
367,0
368,0
369,1
370,0
371,1
372,0
373,0
374,1
375,1
376,1
377,1
378,0
379,1
380,1
381,0
382,1
383,1
384,1
385,0
386,1
387,1
388,1
389,1
390,1
391,0
392,1
393,0
394,0
395,1
396,0
397,1
398,1
399,0
400,1
401,1
402,0
403,1
404,0
405,1
406,1
407,0
408,0
409,0
410,0
411,0
412,0
413,0
414,1
415,0
416,0
417,0
418,1
419,1
420,0
421,0
422,1
423,1
424,0
425,1
426,1
427,1
428,1
429,1
430,0
431,1
432,1
433,1
434,1
435,0
436,0
437,0
438,0
439,1
440,1
441,0
442,1
443,1
444,1
445,0
446,1
447,1
448,0
449,1
450,1
451,1
452,1
453,0
454,1
455,0
456,1
457,0
458,1
459,0
460,0
461,1
462,1
463,0
464,1
465,1
466,0
467,0
468,0
469,0
470,1
471,0
472,1
473,0
474,1
475,0
476,1
477,0
478,1
479,1
480,1
481,1
482,1
483,1
484,0
485,0
486,0
487,0
488,1
489,0
490,0
491,0
492,0
493,1
494,0
495,0
496,1
497,0
498,1
499,0
500,0
501,1
502,0
503,1
504,1
505,1
506,1
507,0
508,1
509,1
510,0
511,0
512,0
513,0
514,0
515,1
516,0
517,0
518,1
519,0
520,1
521,0
522,0
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,0
