,0
0,0
1,0
2,0
3,0
4,0
5,0
6,1
7,0
8,1
9,0
10,1
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,1
19,1
20,0
21,1
22,1
23,1
24,1
25,1
26,0
27,0
28,1
29,1
30,1
31,1
32,1
33,0
34,1
35,1
36,0
37,0
38,0
39,1
40,0
41,0
42,0
43,0
44,0
45,1
46,1
47,0
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,1
57,0
58,1
59,1
60,1
61,1
62,1
63,1
64,0
65,1
66,1
67,0
68,0
69,0
70,0
71,1
72,1
73,1
74,0
75,1
76,1
77,0
78,1
79,1
80,1
81,0
82,1
83,0
84,1
85,1
86,1
87,0
88,1
89,1
90,0
91,1
92,1
93,0
94,0
95,1
96,1
97,0
98,0
99,0
100,0
101,1
102,0
103,0
104,1
105,0
106,1
107,0
108,0
109,1
110,1
111,1
112,1
113,0
114,0
115,0
116,0
117,1
118,1
119,1
120,0
121,1
122,1
123,0
124,0
125,1
126,0
127,1
128,1
129,0
130,1
131,0
132,1
133,0
134,1
135,0
136,1
137,0
138,1
139,1
140,0
141,0
142,1
143,1
144,1
145,0
146,0
147,1
148,0
149,1
150,1
151,0
152,1
153,1
154,1
155,0
156,1
157,1
158,1
159,1
160,1
161,1
162,0
163,1
164,0
165,0
166,0
167,1
168,0
169,0
170,1
171,0
172,1
173,0
174,1
175,0
176,1
177,0
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,0
186,0
187,1
188,0
189,1
190,1
191,1
192,1
193,0
194,0
195,1
196,0
197,1
198,0
199,0
200,0
201,1
202,0
203,1
204,0
205,0
206,1
207,1
208,1
209,0
210,1
211,1
212,0
213,1
214,1
215,1
216,0
217,1
218,0
219,1
220,1
221,0
222,1
223,0
224,1
225,1
226,0
227,1
228,1
229,1
230,0
231,0
232,1
233,1
234,0
235,1
236,1
237,0
238,0
239,0
240,1
241,1
242,0
243,1
244,1
245,0
246,0
247,1
248,1
249,1
250,1
251,0
252,0
253,0
254,0
255,1
256,0
257,0
258,1
259,1
260,1
261,1
262,1
263,1
264,1
265,0
266,0
267,1
268,1
269,0
270,1
271,1
272,0
273,0
274,1
275,1
276,0
277,0
278,1
279,1
280,1
281,1
282,0
283,0
284,0
285,1
286,0
287,1
288,0
289,1
290,0
291,0
292,0
293,1
294,0
295,0
296,1
297,0
298,1
299,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
308,0
309,0
310,0
311,0
312,0
313,1
314,0
315,0
316,1
317,1
318,0
319,0
320,1
321,1
322,1
323,1
324,1
325,0
326,1
327,0
328,1
329,1
330,0
331,0
332,1
333,0
334,1
335,0
336,0
337,1
338,1
339,1
340,0
341,1
342,1
343,0
344,0
345,0
346,0
347,1
348,0
349,1
350,1
351,0
352,1
353,0
354,1
355,1
356,0
357,0
358,0
359,1
360,1
361,0
362,0
363,0
364,0
365,0
366,0
367,1
368,0
369,0
370,0
371,1
372,1
373,1
374,1
375,0
376,1
377,0
378,0
379,0
380,1
381,1
382,0
383,1
384,0
385,0
386,1
387,0
388,1
389,0
390,1
391,1
392,1
393,1
394,1
395,0
396,1
397,0
398,0
399,1
400,1
401,0
402,1
403,0
404,1
405,1
406,0
407,1
408,1
409,0
410,1
411,0
412,1
413,1
414,0
415,0
416,1
417,0
418,0
419,0
420,0
421,0
422,1
423,0
424,0
425,0
426,1
427,0
428,1
429,0
430,1
431,1
432,0
433,1
434,0
435,0
436,0
437,0
438,1
439,0
440,1
441,0
442,1
443,0
444,1
445,0
446,1
447,0
448,1
449,1
450,0
451,1
452,0
453,0
454,1
455,0
456,1
457,1
458,1
459,1
460,0
461,1
462,1
463,1
464,1
465,1
466,1
467,1
468,1
469,1
470,1
471,0
472,0
473,0
474,1
475,0
476,0
477,1
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,1
486,1
487,0
488,0
489,0
490,0
491,1
492,1
493,1
494,0
495,1
496,1
497,0
498,1
499,0
500,0
501,0
502,0
503,0
504,1
505,0
506,1
507,0
508,0
509,1
510,0
511,0
512,1
513,1
514,0
515,0
516,0
517,0
518,1
519,1
520,1
521,0
522,1
523,0
524,1
525,0
526,1
527,0
528,0
529,0
530,0
531,0
532,1
