,0
0,1
1,1
2,0
3,0
4,0
5,1
6,1
7,1
8,1
9,0
10,1
11,0
12,0
13,0
14,0
15,0
16,0
17,1
18,1
19,1
20,0
21,0
22,1
23,1
24,1
25,1
26,0
27,0
28,0
29,1
30,1
31,1
32,0
33,0
34,1
35,0
36,1
37,1
38,1
39,0
40,0
41,1
42,1
43,0
44,0
45,0
46,0
47,1
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,0
56,0
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,1
67,1
68,0
69,1
70,1
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,1
79,0
80,1
81,1
82,0
83,1
84,0
85,1
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,1
95,1
96,1
97,1
98,0
99,1
100,1
101,0
102,1
103,1
104,1
105,0
106,1
107,1
108,1
109,1
110,1
111,0
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,0
120,1
121,0
122,1
123,1
124,1
125,1
126,0
127,0
128,1
129,0
130,1
131,0
132,0
133,1
134,0
135,1
136,1
137,0
138,1
139,1
140,1
141,1
142,0
143,0
144,0
145,0
146,1
147,0
148,0
149,1
150,1
151,0
152,1
153,0
154,1
155,1
156,1
157,0
158,0
159,1
160,1
161,0
162,0
163,1
164,0
165,0
166,0
167,0
168,1
169,1
170,1
171,1
172,1
173,1
174,0
175,0
176,1
177,1
178,0
179,0
180,0
181,1
182,1
183,1
184,1
185,0
186,0
187,1
188,1
189,1
190,0
191,0
192,0
193,1
194,1
195,1
196,0
197,1
198,1
199,0
200,0
201,0
202,0
203,1
204,0
205,1
206,0
207,1
208,1
209,0
210,1
211,0
212,1
213,0
214,0
215,0
216,1
217,0
218,1
219,1
220,0
221,1
222,1
223,1
224,1
225,1
226,1
227,0
228,1
229,0
230,0
231,1
232,1
233,1
234,0
235,0
236,1
237,0
238,1
239,0
240,0
241,1
242,1
243,0
244,1
245,1
246,1
247,1
248,0
249,1
250,0
251,1
252,0
253,1
254,0
255,0
256,0
257,0
258,1
259,0
260,0
261,0
262,1
263,0
264,0
265,1
266,0
267,0
268,0
269,1
270,1
271,1
272,1
273,0
274,0
275,0
276,1
277,1
278,1
279,1
280,0
281,0
282,0
283,1
284,1
285,1
286,1
287,0
288,0
289,0
290,0
291,1
292,1
293,0
294,1
295,1
296,0
297,0
298,1
299,0
300,1
301,0
302,0
303,1
304,0
305,0
306,1
307,1
308,0
309,1
310,0
311,1
312,0
313,0
314,0
315,1
316,1
317,1
318,1
319,0
320,0
321,1
322,1
323,1
324,0
325,0
326,1
327,1
328,1
329,1
330,0
331,1
332,0
333,0
334,1
335,1
336,0
337,1
338,1
339,0
340,1
341,1
342,1
343,1
344,0
345,1
346,1
347,0
348,1
349,0
350,0
351,1
352,1
353,1
354,0
355,1
356,0
357,1
358,1
359,0
360,1
361,0
362,1
363,1
364,0
365,0
366,0
367,0
368,0
369,0
370,1
371,1
372,0
373,1
374,1
375,0
376,0
377,1
378,1
379,0
380,1
381,1
382,0
383,0
384,0
385,1
386,1
387,0
388,1
389,0
390,0
391,1
392,0
393,1
394,1
395,1
396,1
397,0
398,0
399,0
400,0
401,0
402,1
403,0
404,0
405,0
406,1
407,1
408,0
409,1
410,1
411,0
412,1
413,1
414,1
415,0
416,1
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,1
425,0
426,0
427,1
428,0
429,1
430,1
431,1
432,0
433,0
434,1
435,1
436,0
437,0
438,1
439,1
440,0
441,1
442,0
443,1
444,0
445,0
446,1
447,0
448,1
449,0
450,1
451,1
452,1
453,1
454,1
455,1
456,0
457,0
458,0
459,1
460,0
461,1
462,1
463,0
464,0
465,0
466,1
467,1
468,1
469,0
470,1
471,1
472,1
473,1
474,1
475,1
476,0
477,1
478,0
479,1
480,1
481,0
482,0
483,0
484,0
485,1
486,0
487,0
488,0
489,1
490,1
491,0
492,1
493,0
494,0
495,0
496,0
497,0
498,1
499,0
500,0
501,1
502,0
503,0
504,0
505,1
506,1
507,0
508,0
509,0
510,0
511,1
512,1
513,0
514,0
515,1
516,1
517,0
518,1
519,1
520,1
521,1
522,1
523,0
524,1
525,1
526,1
527,0
528,0
529,0
530,0
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,0
539,1
540,1
541,0
542,1
543,0
544,0
545,0
546,1
547,1
548,1
549,1
550,0
551,0
552,1
553,1
554,1
555,0
556,0
557,1
558,1
559,1
560,1
561,0
562,0
563,0
564,1
565,1
566,0
567,0
568,1
569,0
570,1
571,1
572,0
573,1
574,1
575,1
576,0
577,1
578,1
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,1
587,0
588,0
589,1
590,1
591,1
592,0
593,1
594,0
595,1
596,0
597,0
598,0
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,0
610,1
611,1
612,0
613,1
614,0
615,0
616,1
617,0
618,0
619,0
620,1
621,1
622,0
623,0
624,1
625,0
626,1
627,1
628,1
629,1
630,1
631,0
632,0
633,0
634,1
635,1
636,0
637,1
638,1
639,1
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,1
648,0
649,0
650,0
651,0
652,0
653,1
654,0
655,0
656,1
657,0
658,0
659,0
660,1
661,1
662,1
663,0
664,1
665,1
666,0
667,1
668,1
669,1
670,1
671,0
672,0
673,1
674,1
675,1
676,0
677,1
678,1
679,1
680,0
681,0
682,0
683,1
684,0
685,1
686,1
687,0
688,0
689,0
690,1
691,1
692,0
693,0
694,0
695,0
696,0
697,1
698,1
699,0
700,1
701,0
702,1
703,1
704,1
705,1
706,1
707,0
708,0
709,0
710,1
711,1
712,1
713,1
714,0
715,1
716,1
717,1
718,1
719,0
720,1
721,1
722,0
723,0
724,1
725,0
726,0
727,1
728,1
729,1
730,1
731,1
732,0
733,1
734,1
735,0
736,1
737,1
738,1
739,0
740,0
741,1
742,1
743,0
744,0
745,1
746,0
747,1
748,1
749,0
750,1
751,0
752,1
753,1
754,1
755,0
756,1
757,1
758,0
759,0
760,0
761,0
762,1
763,0
764,0
765,1
766,1
767,1
768,1
769,0
770,1
771,0
772,0
773,0
774,1
775,0
776,1
777,1
778,1
779,0
780,0
781,1
782,0
783,1
784,0
785,1
786,1
787,1
788,1
789,1
790,1
791,0
792,1
793,0
794,1
795,0
796,1
797,0
798,0
799,1
800,0
801,0
802,1
803,0
804,0
805,0
806,0
807,1
808,1
809,0
810,1
811,0
812,0
