,0
0,1
1,0
2,1
3,1
4,0
5,0
6,1
7,1
8,1
9,0
10,1
11,0
12,1
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,1
22,1
23,0
24,0
25,1
26,0
27,0
28,1
29,0
30,0
31,1
32,1
33,1
34,1
35,1
36,0
37,0
38,1
39,1
40,0
41,0
42,1
43,1
44,1
45,1
46,1
47,1
48,0
49,0
50,1
51,1
52,0
53,0
54,0
55,0
56,0
57,1
58,1
59,1
60,0
61,0
62,0
63,0
64,1
65,1
66,0
67,0
68,0
69,1
70,0
71,0
72,1
73,0
74,1
75,0
76,0
77,0
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,0
87,1
88,0
89,0
90,1
91,1
92,0
93,0
94,1
95,0
96,1
97,0
98,0
99,1
100,1
101,1
102,1
103,0
104,0
105,0
106,0
107,1
108,1
109,1
110,0
111,1
112,0
113,1
114,1
115,1
116,1
117,0
118,0
119,1
120,1
121,1
122,0
123,1
124,0
125,1
126,1
127,0
128,0
129,1
130,0
131,1
132,1
133,0
134,1
135,1
136,0
137,0
138,0
139,1
140,0
141,0
142,1
143,0
144,0
145,1
146,1
147,1
148,1
149,1
150,0
151,1
152,0
153,0
154,0
155,1
156,1
157,0
158,0
159,1
160,0
161,0
162,0
163,1
164,1
165,1
166,1
167,1
168,1
169,0
170,0
171,0
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,0
180,0
181,0
182,1
183,1
184,0
185,0
186,1
187,1
188,0
189,1
190,0
191,1
192,1
193,1
194,0
195,0
196,0
197,1
198,1
199,1
200,1
201,1
202,1
203,1
204,1
205,0
206,1
207,0
208,0
209,1
210,1
211,0
212,1
213,1
214,0
215,0
216,1
217,1
218,0
219,0
220,0
221,1
222,0
223,1
224,1
225,0
226,1
227,0
228,0
229,1
230,0
231,0
232,0
233,0
234,1
235,1
236,0
237,1
238,0
239,0
240,0
241,1
242,1
243,1
244,0
245,1
246,0
247,0
248,1
249,1
250,0
251,0
252,1
253,1
254,1
255,0
256,1
257,1
258,0
259,1
260,0
261,0
262,1
263,1
264,0
265,0
266,1
267,1
268,1
269,0
270,1
271,0
272,1
273,0
274,1
275,0
276,0
277,0
278,0
279,1
280,1
281,0
282,1
283,1
284,0
285,1
286,1
287,0
288,0
289,1
290,0
291,0
292,0
293,0
294,1
295,1
296,0
297,1
298,0
299,0
300,1
301,0
302,0
303,1
304,0
305,0
306,0
307,1
308,1
309,1
310,0
311,0
312,0
313,1
314,1
315,1
316,1
317,0
318,0
319,0
320,0
321,1
322,1
323,1
324,1
325,1
326,1
327,0
328,1
329,1
330,0
331,0
332,1
333,0
334,0
335,1
336,1
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,1
345,1
346,0
347,0
348,0
349,0
350,0
351,1
352,1
353,0
354,1
355,0
356,0
357,0
358,1
359,0
360,1
361,1
362,1
363,0
364,1
365,0
366,1
367,1
368,1
369,1
370,0
371,0
372,1
373,1
374,0
375,1
376,1
377,1
378,1
379,1
380,0
381,1
382,0
383,1
384,0
385,0
386,0
387,1
388,1
389,0
390,1
391,0
392,1
393,0
394,1
395,1
396,0
397,0
398,0
399,0
400,1
401,1
402,0
403,0
404,1
405,1
406,0
407,0
408,0
409,1
410,1
411,1
412,1
413,1
414,0
415,0
416,1
417,0
418,0
419,0
420,0
421,1
422,0
423,1
424,1
425,0
426,1
427,1
428,0
429,1
430,1
431,0
432,1
433,0
434,1
435,0
436,0
437,1
438,0
439,1
440,0
441,0
442,0
443,1
444,0
445,0
446,1
447,0
448,0
449,1
450,1
451,1
452,1
453,0
454,0
455,0
456,0
457,0
458,1
459,0
460,0
461,1
462,0
463,1
464,1
465,0
466,0
467,1
468,0
469,0
470,1
471,1
472,1
473,0
474,1
475,1
476,1
477,1
478,0
479,1
480,0
481,0
482,1
483,1
484,1
485,1
486,1
487,0
488,0
489,1
490,0
491,0
492,0
493,1
494,1
495,0
496,0
497,0
498,1
499,1
500,1
501,0
502,0
503,0
504,0
505,1
506,0
507,1
508,1
509,1
510,0
511,0
512,0
513,1
514,1
515,0
516,0
517,1
518,1
519,1
520,1
521,1
522,0
523,0
524,0
525,1
526,0
527,0
528,0
529,1
530,0
531,0
532,1
533,0
534,0
535,0
536,0
537,0
538,1
539,0
540,0
541,1
542,1
543,0
544,1
545,0
546,1
547,1
548,0
549,1
550,0
551,1
552,1
553,1
554,1
555,0
556,0
557,0
558,1
559,1
560,0
561,1
562,1
563,1
564,1
565,1
566,0
567,1
568,0
569,0
570,0
571,0
572,0
573,0
574,1
575,1
576,0
577,1
578,0
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,0
587,1
588,1
589,0
590,0
591,1
592,1
593,0
594,1
595,0
596,0
597,0
598,1
599,0
600,1
601,0
602,1
603,0
604,1
605,1
606,0
607,1
608,0
609,1
610,1
611,0
612,0
613,1
614,0
615,0
616,0
617,0
618,0
619,1
620,0
621,1
622,1
623,0
624,1
625,0
626,1
627,1
628,1
629,1
630,0
631,0
632,0
633,0
634,0
635,1
636,1
637,1
638,1
639,0
640,0
641,1
642,1
643,1
644,0
645,0
646,1
647,1
648,1
649,0
650,0
651,0
652,0
653,1
654,0
655,1
656,1
657,1
658,1
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,0
669,1
670,0
671,1
672,1
673,0
674,1
675,0
676,0
677,1
678,0
679,1
680,0
681,1
682,1
683,0
684,0
685,1
686,1
687,0
688,0
689,0
690,0
691,1
692,1
693,0
694,1
695,1
696,1
697,1
698,1
699,0
700,0
701,0
702,0
703,0
704,1
705,0
706,1
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,0
715,0
716,0
717,1
718,0
719,0
720,1
721,1
722,0
723,0
724,1
725,0
726,0
727,1
728,1
729,0
730,1
731,0
732,1
733,0
734,1
735,0
736,0
737,1
738,1
739,1
740,0
741,0
742,0
743,1
744,1
745,1
746,1
747,0
748,1
749,1
750,1
751,1
752,1
753,1
754,1
755,0
756,1
757,0
758,0
759,0
760,1
761,0
762,0
763,1
764,0
765,0
766,1
767,0
768,1
769,0
770,0
771,0
772,1
773,0
774,0
775,0
776,0
777,0
778,1
779,1
780,0
781,1
782,1
783,1
784,1
785,1
786,0
787,1
788,1
789,1
790,1
791,1
792,0
793,1
794,1
795,0
796,0
797,1
798,1
799,1
800,0
801,1
802,1
803,1
804,0
805,1
806,0
807,1
808,1
809,0
810,1
811,1
812,1
813,0
814,1
815,0
816,0
817,1
818,1
819,0
820,0
821,0
822,1
823,0
824,0
825,0
826,1
827,1
828,0
829,0
830,0
831,1
832,1
833,0
834,0
835,0
836,1
837,1
838,1
839,0
840,0
841,0
842,1
843,1
844,0
845,0
846,1
847,1
848,1
849,1
850,1
851,0
852,0
853,0
854,1
855,0
856,1
857,1
858,1
859,1
860,1
861,0
862,0
863,0
864,1
865,1
866,1
867,1
868,1
869,0
870,0
871,1
872,1
873,1
874,1
875,0
876,1
877,1
878,1
879,1
880,0
881,0
882,0
883,1
884,1
885,1
886,1
887,0
888,1
889,0
890,0
891,1
892,1
893,0
894,0
895,1
896,1
897,0
898,0
899,1
900,0
901,1
902,1
903,1
904,0
905,1
906,0
907,0
908,0
909,1
910,0
911,0
912,1
913,0
914,1
915,0
916,0
917,1
918,0
919,1
920,1
921,1
922,0
923,1
924,1
925,0
926,0
927,0
928,1
929,0
930,1
931,0
932,0
933,1
934,1
935,1
936,1
937,1
938,0
939,1
940,0
941,0
942,0
943,0
944,0
945,0
946,1
947,0
948,1
949,0
950,0
951,0
952,0
953,0
954,0
955,0
956,0
957,1
958,0
959,0
960,1
961,1
962,0
963,1
964,1
965,0
966,1
967,1
968,1
969,0
970,1
971,1
972,1
973,1
974,0
975,1
976,1
977,0
978,0
979,1
980,0
981,1
982,1
983,0
984,1
985,1
986,0
987,1
988,1
989,0
990,1
991,1
992,1
993,1
994,1
995,0
996,0
997,1
998,0
999,0
1000,1
1001,0
1002,0
1003,1
1004,1
1005,1
1006,1
1007,1
1008,1
1009,1
1010,1
1011,1
1012,1
1013,1
1014,1
1015,1
1016,0
1017,0
1018,1
1019,1
1020,0
1021,1
1022,1
1023,0
1024,1
1025,1
1026,1
1027,0
1028,0
1029,1
1030,1
1031,1
1032,1
1033,0
1034,0
1035,1
1036,0
1037,0
1038,0
1039,1
1040,0
1041,0
1042,1
1043,1
1044,0
1045,1
1046,1
1047,0
1048,0
1049,1
1050,0
1051,1
1052,1
1053,1
1054,1
1055,1
1056,0
1057,0
1058,1
1059,1
1060,1
1061,0
1062,1
1063,0
1064,1
1065,0
1066,0
1067,1
1068,1
1069,0
1070,0
1071,0
1072,1
1073,1
1074,0
1075,1
1076,0
1077,1
1078,1
1079,1
1080,1
1081,0
1082,0
1083,1
1084,0
1085,0
1086,1
1087,1
1088,1
1089,0
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,1
1098,0
1099,0
1100,0
1101,0
1102,0
1103,1
1104,1
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,0
1114,1
1115,1
1116,1
1117,0
1118,0
1119,0
1120,1
1121,0
1122,1
1123,0
1124,0
1125,0
1126,0
1127,1
1128,0
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,0
1136,0
1137,0
1138,1
1139,0
1140,0
1141,0
1142,1
1143,1
1144,0
1145,0
1146,1
1147,1
1148,1
1149,1
1150,0
1151,0
1152,0
1153,1
1154,1
1155,1
1156,0
1157,1
1158,1
1159,0
1160,1
1161,1
1162,1
1163,0
1164,1
1165,1
1166,1
1167,0
1168,0
1169,0
1170,0
1171,0
1172,0
1173,1
1174,1
1175,1
1176,1
1177,1
1178,0
1179,1
1180,1
1181,0
1182,0
1183,1
1184,0
1185,1
1186,0
1187,1
1188,1
1189,1
1190,0
1191,0
1192,1
1193,0
1194,0
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,0
1203,1
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,1
1218,1
1219,0
1220,0
1221,1
1222,1
1223,1
1224,0
1225,0
1226,0
1227,1
1228,1
1229,0
1230,1
