,0
0,0
1,0
2,0
3,1
4,0
5,1
6,1
7,0
8,1
9,0
10,0
11,0
12,0
13,1
14,1
15,1
16,1
17,0
18,0
19,0
20,0
21,1
22,1
23,1
24,1
25,0
26,1
27,1
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,1
37,1
38,0
39,0
40,1
41,0
42,0
43,0
44,0
45,1
46,0
47,0
48,0
49,0
50,1
51,1
52,1
53,0
54,1
55,1
56,1
57,1
58,1
59,0
60,0
61,1
62,0
63,1
64,0
65,0
66,0
67,1
68,0
69,0
70,0
71,1
72,0
73,1
74,1
75,0
76,1
77,0
78,0
79,0
80,1
81,0
82,0
83,0
84,0
85,1
86,1
87,1
88,1
89,1
90,0
91,0
92,1
93,1
94,1
95,1
96,0
97,1
98,0
99,0
100,1
101,0
102,0
103,1
104,0
105,0
106,0
107,0
108,1
109,1
110,0
111,0
112,1
113,0
114,1
115,1
116,0
117,1
118,1
119,0
120,1
121,0
122,0
123,1
124,0
125,0
126,1
127,1
128,1
129,0
130,1
131,1
132,0
133,1
134,0
135,0
136,0
137,0
138,1
139,0
140,1
141,0
142,0
143,1
144,0
145,1
146,1
147,1
148,1
149,1
150,0
151,0
152,0
153,1
154,0
155,0
156,1
157,1
158,0
159,0
160,0
161,0
162,1
163,0
164,0
165,1
166,1
167,0
168,0
169,1
170,0
171,1
172,0
173,1
174,1
175,1
176,0
177,1
178,0
179,0
180,1
181,0
182,0
183,1
184,1
185,0
186,1
187,0
188,0
189,0
190,1
191,1
192,1
193,0
194,1
195,1
196,0
197,1
198,0
199,0
200,1
201,1
202,0
203,0
204,0
205,1
206,1
207,1
208,0
209,0
210,1
211,1
212,0
213,1
214,0
215,0
216,1
217,0
218,0
219,0
220,0
221,0
222,1
223,1
224,1
225,1
226,0
227,1
228,0
229,1
230,0
231,0
232,1
233,0
234,0
235,1
236,1
237,0
238,1
239,0
240,1
241,0
242,1
243,1
244,1
245,0
246,1
247,0
248,1
249,0
250,1
251,1
252,1
253,1
254,0
255,1
256,1
257,1
258,1
259,1
260,0
261,0
262,1
263,1
264,1
265,0
266,0
267,0
268,0
269,0
270,1
271,0
272,0
273,0
274,0
275,0
276,1
277,1
278,0
279,1
280,0
281,1
282,0
283,0
284,1
285,1
286,0
287,0
288,0
289,1
290,0
291,1
292,1
293,0
294,0
295,1
296,1
297,0
298,0
299,0
300,1
301,1
302,1
303,0
304,0
305,0
306,1
307,1
308,0
309,1
310,1
311,0
312,1
313,0
314,0
315,1
316,1
317,1
318,0
319,0
320,0
321,1
322,1
323,0
324,0
325,0
326,1
327,1
328,0
329,0
330,0
331,0
332,1
333,0
334,1
335,1
336,0
337,0
338,0
339,0
340,0
341,0
342,0
343,1
344,0
345,1
346,0
347,1
348,1
349,0
350,1
351,1
352,0
353,1
354,0
355,0
356,1
357,0
358,0
359,1
360,1
361,0
362,1
363,0
364,1
365,0
366,1
367,0
368,0
369,0
370,1
371,1
372,1
373,0
374,1
375,1
376,1
377,0
378,1
379,1
380,1
381,1
382,0
383,0
384,0
385,0
386,1
387,0
388,0
389,1
390,1
391,1
392,0
393,1
394,0
395,1
396,0
397,0
398,1
399,0
400,1
401,0
402,1
403,1
404,0
405,1
406,1
407,1
408,1
409,1
410,1
411,0
412,0
413,1
414,1
415,0
416,1
417,1
418,0
419,0
420,1
421,0
422,1
423,0
424,1
425,1
426,0
427,1
428,0
429,1
430,1
431,0
432,1
433,0
434,1
435,1
436,0
437,0
438,0
439,0
440,0
441,1
442,0
443,0
444,0
445,0
446,1
447,1
448,0
449,1
450,0
451,1
452,1
453,1
454,1
455,1
456,1
457,0
458,1
459,1
460,1
461,0
462,1
463,0
464,1
465,0
466,1
467,0
468,1
469,0
470,0
471,1
472,0
473,1
474,1
475,1
476,0
477,0
478,1
479,0
480,1
481,1
482,0
483,1
484,1
485,1
486,1
487,0
488,0
489,1
490,0
491,0
492,1
493,1
494,0
495,0
496,1
497,0
498,0
499,0
500,0
501,1
502,1
503,0
504,1
505,1
506,0
507,1
508,0
509,0
510,1
511,0
512,0
513,1
514,1
515,0
516,0
517,0
518,0
519,1
520,0
521,1
522,0
523,0
524,0
525,1
526,0
527,0
528,1
529,1
530,1
531,1
532,1
