,0
0,1
1,1
2,0
3,0
4,0
5,0
6,0
7,1
8,0
9,0
10,0
11,1
12,0
13,1
14,0
15,1
16,1
17,0
18,0
19,0
20,1
21,1
22,1
23,0
24,0
25,0
26,1
27,0
28,0
29,1
30,1
31,1
32,0
33,1
34,0
35,0
36,1
37,1
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,1
46,0
47,1
48,1
49,1
50,0
51,0
52,0
53,1
54,1
55,1
56,0
57,0
58,0
59,1
60,1
61,1
62,0
63,1
64,1
65,1
66,1
67,1
68,0
69,1
70,1
71,0
72,0
73,0
74,0
75,0
76,1
77,0
78,1
79,1
80,0
81,1
82,1
83,0
84,1
85,0
86,0
87,0
88,0
89,0
90,1
91,0
92,0
93,0
94,0
95,1
96,1
97,0
98,0
99,1
100,1
101,0
102,1
103,0
104,1
105,0
106,0
107,1
108,1
109,0
110,1
111,0
112,1
113,0
114,1
115,0
116,1
117,0
118,1
119,0
120,1
121,1
122,1
123,0
124,1
125,1
126,1
127,0
128,0
129,1
130,1
131,0
132,1
133,0
134,1
135,0
136,1
137,0
138,0
139,0
140,0
141,0
142,1
143,0
144,1
145,0
146,1
147,0
148,0
149,1
150,0
151,1
152,0
153,0
154,0
155,0
156,1
157,1
158,1
159,0
160,0
161,0
162,0
163,0
164,1
165,1
166,0
167,1
168,1
169,0
170,0
171,1
172,0
173,1
174,1
175,0
176,1
177,0
178,1
179,1
180,0
181,1
182,1
183,1
184,0
185,1
186,1
187,1
188,1
189,1
190,1
191,0
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,0
200,0
201,0
202,1
203,0
204,0
205,0
206,1
207,1
208,1
209,1
210,1
211,0
212,1
213,1
214,1
215,1
216,1
217,0
218,0
219,1
220,0
221,0
222,1
223,1
224,1
225,0
226,0
227,1
228,0
229,1
230,1
231,1
232,0
233,0
234,0
235,0
236,1
237,0
238,0
239,0
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,0
249,1
250,0
251,0
252,0
253,0
254,0
255,0
256,1
257,0
258,0
259,0
260,1
261,1
262,1
263,0
264,0
265,0
266,0
267,1
268,1
269,1
270,0
271,0
272,0
273,0
274,1
275,1
276,0
277,1
278,1
279,1
280,0
281,1
282,1
283,0
284,1
285,0
286,0
287,1
288,0
289,0
290,1
291,1
292,0
293,1
294,1
295,0
296,1
297,0
298,1
299,0
300,1
301,0
302,1
303,0
304,0
305,1
306,0
307,1
308,0
309,1
310,0
311,1
312,1
313,0
314,0
315,0
316,1
317,1
318,1
319,1
320,0
321,0
322,0
323,0
324,0
325,1
326,0
327,1
328,0
329,0
330,1
331,0
332,1
333,0
334,1
335,0
336,0
337,1
338,1
339,0
340,1
341,1
342,1
343,0
344,1
345,0
346,1
347,0
348,0
349,1
350,1
351,1
352,1
353,1
354,1
355,0
356,1
357,0
358,1
359,0
360,0
361,1
362,1
363,1
364,1
365,0
366,1
367,1
368,0
369,1
370,1
371,0
372,1
373,0
374,0
375,0
376,0
377,0
378,0
379,0
380,1
381,0
382,1
383,0
384,0
385,1
386,0
387,1
388,1
389,1
390,1
391,0
392,0
393,0
394,0
395,1
396,0
397,0
398,1
399,1
400,1
401,1
402,0
403,0
404,0
405,1
406,1
407,1
408,1
409,1
410,1
411,1
412,0
413,0
414,1
415,0
416,0
417,1
418,1
419,1
420,0
421,1
422,1
423,1
424,0
425,1
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,1
435,1
436,0
437,1
438,0
439,0
440,0
441,1
442,0
443,0
444,1
445,0
446,0
447,1
448,0
449,1
450,0
451,0
452,0
453,0
454,1
455,1
456,0
457,1
458,0
459,1
460,0
461,1
462,1
463,1
464,0
465,0
466,1
467,1
468,0
469,0
470,0
471,0
472,0
473,0
474,1
475,0
476,1
477,0
478,1
479,1
480,0
481,1
482,0
483,0
484,0
485,1
486,0
487,0
488,1
489,0
490,0
491,0
492,1
493,0
494,1
495,1
496,1
497,0
498,0
499,1
500,1
501,1
502,0
503,0
504,1
505,1
506,0
507,0
508,1
509,1
510,0
511,1
512,1
513,0
514,1
515,1
516,0
517,0
518,0
519,0
520,1
521,1
522,1
523,0
524,0
525,1
526,0
527,0
528,0
529,0
530,0
531,0
532,0
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,1
542,1
543,1
544,0
545,1
546,1
547,1
548,1
549,1
550,0
551,0
552,1
553,1
554,0
555,1
556,0
557,1
558,1
559,1
560,0
561,1
562,1
563,1
564,1
565,1
566,0
567,1
568,1
569,1
570,1
571,1
572,0
573,0
574,1
575,0
576,1
577,1
578,1
579,1
580,0
581,0
582,1
583,1
584,0
585,0
586,0
587,1
588,1
589,0
590,0
591,0
592,0
593,1
594,0
595,0
596,1
597,1
598,1
599,1
600,1
601,1
602,0
603,0
604,1
605,0
606,0
607,0
608,1
609,0
610,1
611,1
612,1
613,1
614,0
615,0
616,1
617,0
618,1
619,1
620,1
621,1
622,0
623,0
624,1
625,1
626,1
627,1
628,1
629,0
630,0
631,0
632,1
633,1
634,0
635,1
636,0
637,1
638,1
639,1
640,0
641,1
642,0
643,0
644,0
645,0
646,0
647,1
648,0
649,0
650,1
651,1
652,1
653,0
654,0
655,1
656,0
657,1
658,0
659,0
660,1
661,0
662,0
663,0
664,1
665,0
666,0
667,1
668,0
669,0
670,1
671,1
672,1
673,0
674,1
675,0
676,1
677,0
678,0
679,1
680,0
681,1
682,0
683,1
684,1
685,1
686,1
687,1
688,0
689,1
690,1
691,0
692,0
693,1
694,0
695,1
696,1
697,1
698,0
699,1
700,1
701,1
702,0
703,1
704,0
705,0
706,1
707,1
708,0
709,1
710,0
711,1
712,1
713,0
714,0
715,1
716,0
717,1
718,1
719,1
720,0
721,0
722,0
723,0
724,1
725,0
726,0
727,0
728,1
729,0
730,0
731,0
732,0
733,0
734,0
735,1
736,1
737,0
738,0
739,1
740,0
741,1
742,0
743,0
744,0
745,0
746,1
747,1
748,0
749,0
750,1
751,1
752,1
753,0
754,1
755,0
756,0
757,1
758,0
759,1
760,0
761,1
762,1
763,1
764,1
765,1
766,1
767,0
768,1
769,0
770,0
771,0
772,0
773,1
774,1
775,0
776,0
777,0
778,0
779,1
780,0
781,1
782,1
783,1
784,0
785,1
786,0
787,0
788,0
789,1
790,0
791,1
792,0
793,0
794,0
795,0
796,1
797,1
798,1
799,1
800,1
801,0
802,1
803,1
804,1
805,0
806,0
807,1
808,0
809,0
810,1
811,1
812,0
